shot_id_number,is_goal
1.0,0.42111582
8.0,0.6699685
17.0,0.62306035
20.0,0.09938848
22.0,0.50178546
33.0,0.3637532
34.0,0.591243
35.0,0.6282429
36.0,0.64009583
37.0,0.6422602
38.0,0.28890654
45.0,0.6287644
50.0,0.33634833
55.0,0.37038022
60.0,0.2905382
62.0,0.5641799
66.0,0.26403064
67.0,0.35171804
71.0,0.46217915
72.0,0.3695597
76.0,0.41196707
80.0,0.13091636
85.0,0.09300798
86.0,0.25118217
87.0,0.5465092
92.0,0.3013481
95.0,0.3297097
97.0,0.46389833
104.0,0.13993073
113.0,0.24331826
122.0,0.655656
123.0,0.26623565
126.0,0.3442368
133.0,0.58514464
134.0,0.37792885
141.0,0.52574724
144.0,0.39807656
150.0,0.31676182
152.0,0.41915038
153.0,0.3573827
156.0,0.42778978
159.0,0.58536583
165.0,0.4618815
172.0,0.3912828
182.0,0.5855483
192.0,0.4213895
193.0,0.6382745
196.0,0.5963655
202.0,0.2307559
205.0,0.43583176
210.0,0.31571126
211.0,0.29591691
228.0,0.57319903
250.0,0.6131494
257.0,0.521993
260.0,0.21382791
262.0,0.2314761
264.0,0.49503064
267.0,0.49802086
279.0,0.64035225
282.0,0.44890603
293.0,0.43792865
299.0,0.34435934
300.0,0.3770259
301.0,0.23053089
317.0,0.35844505
327.0,0.27617323
328.0,0.29628232
335.0,0.6267444
346.0,0.24959698
348.0,0.33703607
360.0,0.36379427
365.0,0.2950212
379.0,0.3736323
382.0,0.4556188
390.0,0.58624417
391.0,0.66334176
392.0,0.4966879
397.0,0.39682478
417.0,0.40733555
418.0,0.4591695
420.0,0.50664794
428.0,0.26638144
429.0,0.5842685
434.0,0.1911236
439.0,0.6771359
440.0,0.3769922
451.0,0.5842685
456.0,0.55576706
459.0,0.17777187
472.0,0.46139708
480.0,0.34497878
491.0,0.29633725
497.0,0.27604324
509.0,0.37349838
511.0,0.16463825
523.0,0.638854
533.0,0.4714388
544.0,0.5842685
546.0,0.35075477
552.0,0.4108916
