shot_id_number,is_goal
1.0,0.28663763028142697
8.0,0.6769174181860634
17.0,0.5947051184794109
20.0,0.6019074158871045
22.0,0.45608041291104506
33.0,0.3032299921010073
34.0,0.44835576920220976
35.0,0.43393484364263685
36.0,0.4288302259617225
37.0,0.6004824528640346
38.0,0.4434806211680615
45.0,0.3959413375609716
50.0,0.3179544492423387
55.0,0.34354775101730944
60.0,0.2755972124916233
62.0,0.20957001143722095
66.0,0.43090665834762326
67.0,0.4283210137701779
71.0,0.3275216832367576
72.0,0.355905345639217
76.0,0.3233277859594546
80.0,0.38762303316503427
85.0,0.46809793117461074
86.0,0.39490896516698676
87.0,0.3951064191489333
92.0,0.4173507466479533
95.0,0.40974987429394
97.0,0.5522221943886868
104.0,0.5741921298906091
113.0,0.1987763126385818
122.0,0.8286128152474435
123.0,0.5127922757433797
126.0,0.4389595696613772
133.0,0.6307196604304485
134.0,0.3513777509379273
141.0,0.42540823731935556
144.0,0.2874533953047462
150.0,0.6976416610849292
152.0,0.6148340472018012
153.0,0.6786802848210135
156.0,0.3795366949923541
159.0,0.6967929545024768
165.0,0.6350067582623429
172.0,0.4180627589396649
182.0,0.7196219940623133
192.0,0.30727145661708555
193.0,0.7623082730218319
196.0,0.3243938345946054
202.0,0.3686550773961443
205.0,0.3477102290767997
210.0,0.3489729393146838
211.0,0.3768138731950524
228.0,0.9269882208700115
250.0,0.7260996137631374
257.0,0.39090603926034045
260.0,0.4367491710327158
262.0,0.40760353697692336
264.0,0.35345181177005647
267.0,0.3830676717317197
279.0,0.7300633877259347
282.0,0.2706625096916882
293.0,0.3584755931368596
299.0,0.657144523351991
300.0,0.4799158651443393
301.0,0.42583435303897427
317.0,0.34777763112013615
327.0,0.3490493222967006
328.0,0.38626846609613746
335.0,0.4279098802580826
346.0,0.699786615509342
348.0,0.5192933011158217
360.0,0.33977004680013384
365.0,0.38147025421416364
379.0,0.4264822014374253
382.0,0.5293468001696037
390.0,0.38909844413064093
391.0,0.7301167993606545
392.0,0.41220851336904957
397.0,0.42217957544309215
417.0,0.2715734164264952
418.0,0.38320922337267455
420.0,0.417992568460316
428.0,0.25628345287608495
429.0,0.36999274195351767
434.0,0.38813697314946405
439.0,0.5919846790160473
440.0,0.35709666627473685
451.0,0.2812431764864985
456.0,0.42622512897673065
459.0,0.4706064699651383
472.0,0.33528220284146715
480.0,0.5270062248323578
491.0,0.26905741741714917
497.0,0.41344261423387685
509.0,0.36098156685838534
511.0,0.39916099286235873
523.0,0.43712403923044774
533.0,0.38802536673291604
544.0,0.40829836571082645
546.0,0.3496898399116042
552.0,0.3577648264667194
555.0,0.7229046780148165
558.0,0.35526069952652295
560.0,0.3944905231639581
568.0,0.448041037366897
571.0,0.5983821870776754
573.0,0.3875637632275617
576.0,0.8347867515991496
578.0,0.6804954873939976
591.0,0.38691375577883114
596.0,0.4510979744422293
597.0,0.37336389138494197
601.0,0.49415866348660836
605.0,0.4462676655640679
617.0,0.3738969489838326
625.0,0.3042430101342481
628.0,0.19942867064681763
634.0,0.43627222581080355
646.0,0.43690895855683576
649.0,0.42202714889831144
651.0,0.5690571686445288
654.0,0.9217688104629685
656.0,0.4515091764101951
657.0,0.49571390114415437
661.0,0.7946537510635924
669.0,0.36832947665757787
670.0,0.930025272280287
680.0,0.7537224821036296
693.0,0.5335579053024359
694.0,0.29883592976874523
699.0,0.4475174733104445
711.0,0.35812446494787914
715.0,0.3995561603711331
718.0,0.4136339564178311
722.0,0.4013751916250202
723.0,0.33884470976648934
725.0,0.5467401462873578
734.0,0.40721024306555775
735.0,0.442477681519987
737.0,0.45861160083446306
746.0,0.4557338105047505
747.0,0.48419955702979717
764.0,0.3784282147643574
766.0,0.3491515460753311
767.0,0.37271384935322777
771.0,0.39104747361861464
773.0,0.46463731826581656
774.0,0.20331214108325088
783.0,0.385181619700409
784.0,0.3581986092508539
789.0,0.37667536840918237
792.0,0.5979649595848668
804.0,0.32849960665668515
809.0,0.3129974208536462
812.0,0.14753225468169004
813.0,0.2953110489049906
817.0,0.4427217221680724
818.0,0.4075893030178351
820.0,0.36828724236713367
825.0,0.284453705589042
826.0,0.3875152186464995
829.0,0.3668960374845106
833.0,0.37860777216541414
855.0,0.3812799307053851
859.0,0.756959747683588
862.0,0.5473653984098451
870.0,0.34228988145335576
876.0,0.29785460963458743
880.0,0.350969112480656
886.0,0.7998503086284489
889.0,0.6799576365387562
891.0,0.42558994043195325
897.0,0.9313935661604605
902.0,0.38134120535266225
903.0,0.5857609234404372
908.0,0.22927399686525254
909.0,0.3470134080993889
920.0,0.2563215847656497
922.0,0.4498333717334298
924.0,0.4916201486137452
932.0,0.5489113864005251
934.0,0.35873996586498624
937.0,0.24442030253633498
938.0,0.5782719412366086
941.0,0.39217479796363114
943.0,0.36959886822123444
947.0,0.4362943830976411
950.0,0.33410978676837305
952.0,0.3868294737510001
954.0,0.9339076161576946
962.0,0.568167631478722
963.0,0.48589687138928234
975.0,0.3324147739432373
979.0,0.3168367308073905
981.0,0.33954696152810454
983.0,0.26107757564458756
985.0,0.5995972028174192
989.0,0.40979460515301985
995.0,0.4736880540747686
998.0,0.4203632413143843
1008.0,0.3651667338957661
1019.0,0.6810950912348485
1023.0,0.4059175371060931
1026.0,0.38158948944692445
1029.0,0.5215181951895426
1034.0,0.42316907262796893
1036.0,0.5569612630976886
1038.0,0.31669543299734865
1039.0,0.3517267107898461
1044.0,0.4642447787852997
1049.0,0.4259189658376094
1051.0,0.3081408702020487
1052.0,0.3289320058052454
1062.0,0.7115833693019836
1064.0,0.6078936482923087
1066.0,0.4026697297446143
1087.0,0.3450288567499696
1092.0,0.44464181929742946
1094.0,0.7093508738044157
1098.0,0.44130954263719907
1099.0,0.272688678306435
1102.0,0.27673483240934954
1103.0,0.19649567142030155
1118.0,0.3322384630094863
1131.0,0.38449485868925326
1133.0,0.6045200994611073
1135.0,0.9316113339638682
1138.0,0.411643714685568
1139.0,0.7176086953555992
1141.0,0.4930025553227682
1142.0,0.3493972548077793
1151.0,0.40429138111661633
1152.0,0.43562524915186146
1155.0,0.7263838537055037
1157.0,0.37877643502541525
1165.0,0.4934000368551013
1167.0,0.9286653145184876
1172.0,0.5537090782938277
1174.0,0.8380339091138617
1178.0,0.38959489474795334
1180.0,0.4215671073025023
1200.0,0.2922672461105327
1202.0,0.3669580450343311
1209.0,0.4336672288860805
1227.0,0.5508227854831526
1228.0,0.5842998010308332
1229.0,0.40158001382615743
1237.0,0.6248127206476702
1241.0,0.4299426730353297
1248.0,0.349233673459466
1256.0,0.5116279047276889
1277.0,0.34443811632468163
1279.0,0.3573522652842554
1288.0,0.5840588682238848
1290.0,0.3245512562361096
1293.0,0.40094013624117425
1295.0,0.4258519600926624
1308.0,0.3642922205808422
1315.0,0.7630137411948059
1319.0,0.5926715386671502
1320.0,0.4203967207234866
1321.0,0.43631676358431254
1322.0,0.37567247434184664
1331.0,0.3557363159800908
1334.0,0.24847352749752513
1343.0,0.2586810869697901
1348.0,0.6725512266381531
1349.0,0.5531785031095026
1351.0,0.5793766556044642
1373.0,0.31044226325426755
1375.0,0.34964697505887615
1380.0,0.49740050212689857
1382.0,0.731094312144276
1385.0,0.49456648904841727
1387.0,0.34627392790023964
1394.0,0.37849703716185723
1399.0,0.44937047659890134
1403.0,0.9347601835520886
1409.0,0.36915159589882696
1413.0,0.32931107504608403
1425.0,0.6007193312942181
1428.0,0.41845598981707643
1434.0,0.24208268654112627
1444.0,0.9356944709070609
1448.0,0.29697340215925844
1461.0,0.46746639226805353
1466.0,0.44358495577270013
1476.0,0.30632357189417686
1478.0,0.39031392497987444
1485.0,0.42641376029056477
1491.0,0.7371049901856179
1494.0,0.528157083516527
1495.0,0.5766650573542116
1500.0,0.605011091445801
1501.0,0.5414687435907024
1503.0,0.37354216246057675
1507.0,0.5929894699623712
1511.0,0.5359043252752203
1519.0,0.5868018469228947
1524.0,0.4474408677839301
1528.0,0.5698925701624844
1529.0,0.6714552490001165
1533.0,0.6164522672017617
1538.0,0.9305745086572251
1539.0,0.3557114928163476
1545.0,0.3980007411081524
1546.0,0.3944004282015528
1550.0,0.32958788314351556
1555.0,0.4226237966186773
1556.0,0.34835500600518476
1558.0,0.8216735385615681
1559.0,0.6129396340850837
1561.0,0.4380360974413117
1563.0,0.3842459827511066
1565.0,0.6672395837742858
1574.0,0.38210673836301146
1581.0,0.5883497819322276
1583.0,0.5260318928175866
1591.0,0.3295742069459536
1594.0,0.387791340979196
1605.0,0.3259228092566604
1611.0,0.363946526024609
1614.0,0.3972718588600101
1617.0,0.40888107372446364
1620.0,0.4229593954669767
1626.0,0.38796898776870153
1628.0,0.3587797154211931
1630.0,0.4592931887872288
1632.0,0.23019179464218148
1634.0,0.4033267139371032
1643.0,0.47121917889538284
1651.0,0.373285086056711
1654.0,0.32131953558866416
1655.0,0.29371917971879374
1658.0,0.29700201591632647
1659.0,0.3580060446797341
1665.0,0.33200589623810245
1675.0,0.42202645199761835
1680.0,0.9210525340933551
1690.0,0.41783381651039037
1696.0,0.5083507344069786
1714.0,0.5413784285972582
1718.0,0.5797908456698794
1721.0,0.3168437430257538
1726.0,0.4249807059796517
1728.0,0.4178774185754257
1734.0,0.4245137655932905
1735.0,0.33126264196639005
1740.0,0.43932663128192406
1744.0,0.6576749189909449
1747.0,0.4136922018124829
1752.0,0.2763700137936092
1763.0,0.7374826069307391
1764.0,0.34191222430709867
1765.0,0.5611385845358243
1769.0,0.345623799856786
1770.0,0.7938315478755544
1785.0,0.5446042348174642
1787.0,0.34655380969808625
1788.0,0.6038869949465008
1793.0,0.3421569907174025
1794.0,0.5738107884810668
1800.0,0.4427309010278147
1812.0,0.33051463152131344
