shot_id_number,is_goal
1.0,0.28335978628879555
8.0,0.6842578722385568
17.0,0.5918010468214607
20.0,0.6095366946854395
22.0,0.46477658195072374
33.0,0.3009084856111783
34.0,0.44516913651475126
35.0,0.4307092447823358
36.0,0.42570945317152514
37.0,0.5975602864071388
38.0,0.44112530954419843
45.0,0.4045801194365088
50.0,0.3091998720610028
55.0,0.3412636996517906
60.0,0.2741207658338463
62.0,0.20877358339919508
66.0,0.42007072647697835
67.0,0.42538159084465305
71.0,0.32494870447755825
72.0,0.35391130079501054
76.0,0.3313931930516269
80.0,0.37841896720901935
85.0,0.46458097598864967
86.0,0.4037280460250248
87.0,0.3924922091161901
92.0,0.41486844721234856
95.0,0.4086502313690494
97.0,0.5528315112166984
104.0,0.5836364743018629
113.0,0.1930249067244935
122.0,0.8276576574482015
123.0,0.511814049075766
126.0,0.4476531459330158
133.0,0.6378748128662708
134.0,0.3601819312623651
141.0,0.4150627569811332
144.0,0.284842350082245
150.0,0.6960175157195833
152.0,0.614290683206172
153.0,0.6773637660100671
156.0,0.3788934445519802
159.0,0.7039196030381764
165.0,0.6248811814009011
172.0,0.4154914615499615
182.0,0.7097660784751685
192.0,0.30538050453293625
193.0,0.7597415344297274
196.0,0.3213658585969164
202.0,0.3773847159276679
205.0,0.3565328933925418
210.0,0.34005570484955455
211.0,0.3675620548775814
228.0,0.9292972556696153
250.0,0.7325376347879996
257.0,0.3878208139834193
260.0,0.43408651153570216
262.0,0.4163099207963434
264.0,0.36033626306365724
267.0,0.39185396170052755
279.0,0.7266316218991167
282.0,0.2698170971490721
293.0,0.3491733432220883
299.0,0.6560777233865446
300.0,0.47801405972587163
301.0,0.42450620375011
317.0,0.3385307626927126
327.0,0.3484646708250196
328.0,0.39362554343203326
335.0,0.4362319265995778
346.0,0.7071534714738723
348.0,0.5270362809730111
360.0,0.3305963408093656
365.0,0.37795044167347197
379.0,0.42566622050673036
382.0,0.5388880752846683
390.0,0.3790123584750946
391.0,0.7215166296634618
392.0,0.40203032741550515
397.0,0.41939313288453667
417.0,0.2623678821670381
418.0,0.3735111780051825
420.0,0.40774996727608204
428.0,0.25408237635320347
429.0,0.3671843570096461
434.0,0.3874276080038763
439.0,0.6004230541738684
440.0,0.36571267847760175
451.0,0.30374762494782764
456.0,0.42298615281944657
459.0,0.4670505351384082
472.0,0.3438032413237459
480.0,0.517258063978392
491.0,0.26866617568866197
497.0,0.42225190967722986
509.0,0.3588061348846332
511.0,0.3968960850495858
523.0,0.4462830237560257
533.0,0.3853960460819079
544.0,0.4071339057070478
546.0,0.3588517422210179
552.0,0.348729151166503
555.0,0.714368828199094
558.0,0.35187485544626856
560.0,0.3918086042661215
568.0,0.45648558990063887
